Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,ABBV,ABT,ACN,ADBE,AOS,ABBV,ABT,ACN,ADBE,AOS,ABBV,ABT,ACN,ADBE,AOS,ABBV,ABT,ACN,ADBE,AOS,ABBV,ABT,ACN,ADBE,AOS
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-02,69.8234634399414,78.2080078125,192.5150146484375,334.42999267578125,42.76271057128906,69.83905511865147,78.21700432976175,194.13648696981411,334.4800109863281,42.950697382749944,69.01255932572425,77.1736347843547,191.28746564957845,329.1700134277344,42.26140899255575,69.4569965283599,77.40748933450422,193.16544032957248,330.0,42.88803511226298,5639200,4969000,2431100,1990100,1093200
2020-01-03,69.16071319580078,77.25460815429688,192.19442749023438,331.80999755859375,42.386741638183594,69.69871841109234,77.95618575918242,192.95477889354703,332.9800109863281,42.521019909094996,68.5369448094692,76.98476744672509,189.6293894746213,328.69000244140625,41.849635384214544,68.74746522702729,77.12868432071917,191.00351548530696,329.1700134277344,42.216658787888996,5988500,4747000,1802100,1577600,883200
2020-01-06,69.7065200805664,77.65937042236328,190.93934631347656,333.7099914550781,42.65530014038086,69.87805832717653,77.6773634646492,191.26913705199038,333.9100036621094,42.673200723476,68.59932624176875,76.64298312792779,189.45529497932927,328.19000244140625,41.858587599109505,68.78645617045562,77.0117650091045,190.79278352394925,328.2900085449219,42.18980643862309,6786600,5631700,2841400,1874700,1088400
2020-01-07,69.3088607788086,77.22761535644531,186.8169403076172,333.3900146484375,42.36885070800781,69.81567668130032,77.62337984583809,188.95141698403634,334.7900085449219,42.7358741952943,68.81764250647207,76.93978850843239,186.13904732272783,332.30999755859375,42.198764404127374,69.34005009036609,77.14666040982708,186.14820312743547,334.1499938964844,42.43151300475143,7242500,3408100,3097400,2500800,868200
2020-01-08,69.800048828125,77.54243469238281,187.1833953857422,337.8699951171875,42.30616760253906,70.22109542871108,77.94719575192624,188.2094047185466,339.2300109863281,42.79851889572504,69.29323909383189,77.29058702635628,186.4505255858838,333.3999938964844,42.2435053315586,69.51155823145052,77.5694173905522,186.88108606911328,333.80999755859375,42.44939613832835,7696800,5693900,2271300,2248500,1119100
2020-01-09,70.33807373046875,77.74932861328125,188.85061645507812,340.45001220703125,42.11818313598633,70.35367135828785,77.96519710298139,189.8857953298519,341.80999755859375,42.53891847729785,69.43360762577734,77.12869898526584,187.94370269528383,338.19000244140625,41.77801406397195,70.18213314478983,77.62340475576154,188.25516774453996,340.1400146484375,42.521014482472054,7518000,6432500,2910600,1626300,1065800
2020-01-10,69.44139862060547,76.77790069580078,190.2339630126953,339.80999755859375,42.62844467163086,70.40045044808069,78.24401792122845,190.8294118843205,343.3599853515625,42.9775641125485,69.26206754678,76.60700111199174,189.3819978200411,339.6199951171875,42.02867607617514,70.35366946338742,78.06412867893924,189.56521178220814,342.04998779296875,42.19875894320617,8581400,4680400,1573100,1480400,1707100
2020-01-13,69.02034759521484,76.56201934814453,192.00198364257812,345.6300048828125,43.45200729370117,69.78447067367333,77.11069036582717,192.23100457272432,345.7300109863281,43.49676557908347,68.55251993128688,76.22022023804702,190.0782162163469,341.2200012207031,42.6463444974666,69.78447067367333,76.9038115959085,190.0782162163469,341.5400085449219,42.76271877133121,9292200,5571500,2202800,2069200,1448000
2020-01-14,69.69995880126953,77.4472427368164,190.29811096191406,344.6300048828125,42.288272857666016,69.88962290063941,77.6820975193967,193.29370932847297,347.2699890136719,43.47885958538653,68.56990249962313,75.88457184362072,189.65685500625366,343.1499938964844,42.252464865069186,68.83068611441568,75.99296105751851,191.96539042496255,347.010009765625,43.33563102983734,8876900,8751400,2499100,2274400,2155800
2020-01-15,70.5376205444336,78.92862701416016,190.6015625,342.94000244140625,41.724308013916016,71.02757101798194,79.35316984102121,191.68672780952662,347.5,42.26141423177236,69.68415026073406,77.78146411074289,190.11416214231184,342.4599914550781,41.33938063901168,69.68415026073406,77.78146411074289,191.28209037317333,346.4200134277344,42.145043380634256,8490100,5389700,1986000,2213300,2630800
2020-01-16,70.5376205444336,79.74156188964844,192.18331909179688,345.3800048828125,42.637393951416016,70.96435568628335,79.76865918857224,192.2936836857875,345.989990234375,42.70005623354427,70.26893277551153,78.96474049359324,191.19012194010435,342.760009765625,42.073429997423496,70.57712937310511,79.43444997987214,191.4108370957151,345.9800109863281,42.073429997423496,7073200,5023300,2691600,2439600,1687900
2020-01-17,69.54190826416016,80.3919448852539,192.3856201171875,349.739990234375,42.01076889038086,70.54552178743192,80.57259818458317,193.7190740661597,349.95001220703125,42.91489856840527,69.37595670656977,79.76867928704917,191.6039469903131,346.3800048828125,41.98391460152854,70.43488741570499,79.89513797487598,193.12132320252812,349.0,42.80747799815764,10122300,5879700,2584500,2536100,1815800
2020-01-21,69.53399658203125,81.05133819580078,192.3396759033203,350.0,42.09133529663086,69.96073169654628,81.33135286226087,193.2685066785947,352.3699951171875,42.40464671696513,69.20209350267082,80.0396618556992,190.36248660706536,345.6199951171875,41.04397363538503,69.28902136094909,80.26548191354927,190.82229937664763,346.3699951171875,41.93020273336227,13552000,7458100,2687200,2121200,2663100
2020-01-22,68.91761779785156,82.97532653808594,192.57882690429688,350.05999755859375,41.62583923339844,69.67625614992734,83.5082585919448,194.8319071295037,354.2799987792969,43.10288650761559,68.87020478494736,81.32232198236916,192.52365160584384,349.9599914550781,41.62583923339844,69.56562176706973,81.999782188009,193.30532505455335,352.6000061035156,42.359886017660564,6438900,9841200,1873600,1600300,2142800
2020-01-23,67.38455200195312,81.95460510253906,193.74673461914062,351.760009765625,41.81382751464844,68.80700308697625,82.96627438667625,193.86629044980856,352.1600036621094,42.08238064243357,67.16328317297695,81.43973573001064,192.08221435695404,347.8500061035156,41.25881726191406,68.79120075453085,82.93014235631705,192.56961485254322,351.0199890136719,41.554224678026216,12266800,7418400,2368400,2084400,2146600
2020-01-24,66.01741790771484,81.6565170288086,191.80630493164062,351.3699951171875,40.66799545288086,67.55050326218841,82.67722099350728,194.58356394926204,355.69000244140625,42.10028095217811,65.4010245055599,81.48489161586252,191.32809572347603,349.20001220703125,40.46210462578426,67.5109883911281,82.06299029038847,194.04098825035973,354.1000061035156,41.84963184351059,13215400,4218700,2348900,1640200,2235400
2020-01-27,66.39671325683594,80.92485046386719,189.9486541748047,346.8999938964844,39.217811584472656,67.90609162555131,81.29519856524117,191.13496492268717,349.8999938964844,40.488964720613495,66.38091093085609,80.29255723161818,188.3852935955315,340.3999938964844,39.13724530015116,67.21067472914017,80.49127993074768,188.6887576689835,341.0400085449219,40.43525272611967,13832000,4482200,1381300,2652000,3440300
2020-01-28,66.19916534423828,80.87972259521484,193.34210205078125,354.6300048828125,40.721710205078125,67.16327022386028,81.32232803288193,194.00423364254627,355.6600036621094,41.43785300335997,66.09643513034105,80.74422916570963,190.59241630074678,347.1199951171875,39.79967315087941,67.16327022386028,81.02424386626687,191.16257971439904,349.0,40.05032569140673,8614400,4983700,1810200,2270800,6386900
2020-01-29,65.74873352050781,80.51838684082031,191.24534606933594,351.6600036621094,39.66539001464844,66.38093531612012,81.50296572456313,194.2341292711971,356.70001220703125,41.50050661919796,65.69341631557597,80.45515751004638,191.0889973687503,351.3599853515625,39.53111177401706,66.22288788177862,80.94292958665105,193.74671479311039,356.70001220703125,40.82912224571612,5703200,3914300,1491600,1521300,2517100
2020-01-30,64.62659454345703,80.5364761352539,191.6223602294922,356.739990234375,39.10736083984375,65.42474812037682,80.58163601608221,192.1373482623908,356.82000732421875,39.530384034958146,64.15244611239184,79.46157035590458,188.70714908925657,349.69000244140625,38.06329796733852,65.25879647096022,79.75061978083693,190.822290537837,349.69000244140625,38.92734928939083,10870000,5248100,1579600,1834900,2195300
2020-01-31,64.02598571777344,78.71185302734375,188.7163848876953,351.1400146484375,38.423316955566406,64.57916375957949,80.59971263546599,192.781128556929,355.8399963378906,39.35037522230834,63.54393926621956,78.49506766227353,187.6036316823935,348.29998779296875,38.32431386633048,64.43691866644339,80.50937908282778,191.7419470871522,355.8399963378906,39.08035618468495,13870100,5914100,1793600,3692900,2789200
2020-02-03,65.03751373291016,78.63957214355469,191.09814453125,358.0,38.05430221557617,65.2745848833145,79.84997119723084,191.66830773997458,358.6700134277344,38.828349615689234,63.9469659420315,78.3595574863414,188.75309715596885,352.2900085449219,38.00930017838165,64.25516265794334,79.28993499132325,188.83586006709942,353.4100036621094,38.76534607692984,10143700,4675900,2345700,2693800,2547200
2020-02-04,66.6654052734375,79.69642639160156,195.447998046875,366.739990234375,38.51333236694336,66.94199121409129,80.61776929413965,196.60672107574433,367.44000244140625,39.20637473474078,66.05691017487787,79.62416231138783,192.8914403886285,360.45001220703125,38.47732936339756,66.05691017487787,79.62416231138783,193.12134675381162,363.42999267578125,38.693343951236976,8251500,3904600,2242800,3053000,1287600
2020-02-05,68.45927429199219,80.89777374267578,195.16290283203125,365.54998779296875,39.42238998413086,68.86230300306983,80.94294050995823,197.2228687725222,374.4800109863281,39.56639857983751,67.0763384290194,79.98546568860394,193.49838310899779,362.30999755859375,38.82835409766144,67.21858350180433,80.27451508136078,196.69867556080715,373.989990234375,38.99936666555017,10020600,3565700,2102500,2463400,1189500
2020-02-06,68.89391326904297,80.81649017333984,196.94699096679688,367.4599914550781,38.972354888916016,69.51030657097839,81.36749171195166,197.14930968964703,368.25,39.77340275670929,68.13527489519001,80.61776740315436,195.24567826074897,363.010009765625,38.75634375533146,69.45498937796167,81.29522763343297,195.88022207038168,366.1600036621094,39.674399656653485,7769700,4270700,1611500,2224500,1285600
2020-02-07,72.93209075927734,79.37123107910156,194.57435607910156,366.0899963378906,37.79328918457031,73.47736457205825,80.85261000770795,196.23887591283017,369.3399963378906,38.72034420170987,70.2373384122483,79.1996056413974,194.12373455304754,364.3800048828125,37.76628521539235,70.91695312613918,80.59969266255283,196.19289183345796,366.0,38.63033669350896,19090300,4472300,1447700,2092700,1361000
2020-02-10,74.87609100341797,79.75965118408203,195.46636962890625,370.0,38.702335357666016,75.46877773959278,79.75965118408203,195.8526105894135,370.80999755859375,38.83734487763641,72.78983417441233,78.7750720989718,193.29605325626855,365.2200012207031,37.47826094584144,72.98739641980393,78.7750720989718,193.29605325626855,365.44000244140625,37.65827249465706,13998300,4219400,1421600,2426800,1269000
2020-02-11,75.8639144897461,80.54548645019531,195.08932495117188,369.2799987792969,39.611392974853516,76.71738497474507,80.762278640333,196.78143226004568,373.70001220703125,39.953414611164554,75.08156955972481,79.96738772612228,194.73986282107225,367.25,38.927353135666536,75.27913183704186,80.06674909039863,196.2296654588231,373.0299987792969,38.9633561360014,10682800,2661900,1321000,2004700,1475600
2020-02-12,77.2784423828125,80.20223999023438,194.95140075683594,374.2900085449219,39.863407135009766,77.33375956588483,80.9248599270954,195.76066159654275,374.42999267578125,40.23242927329901,75.63472318706206,80.01255199837784,194.53755808574243,367.1499938964844,39.350376441130436,75.84809377114162,80.89776262704163,195.14451423980043,370.6400146484375,39.80940263912544,10591000,3389400,1801300,2355600,1421000
2020-02-13,75.35025024414062,80.10291290283203,195.3284912109375,374.8399963378906,39.60239791870117,76.93865261834023,80.42809442557358,196.37686393768033,377.7099914550781,39.78240950501872,75.25542421107458,79.21769500392826,192.51443884085802,372.3900146484375,39.35038375791787,76.53562389044316,79.94032214146127,193.00183933463651,372.55999755859375,39.49439234028482,10613000,4448800,1721200,1917100,885000
2020-02-14,74.32292938232422,80.98811340332031,195.30087280273438,379.6700134277344,39.53938293457031,75.31074074557084,81.03327328253762,196.37683300816045,379.8299865722656,39.90840503466879,74.10165457249443,79.76867950926501,194.36286484869456,375.8500061035156,39.350372368688404,75.25542355039391,80.27452115346304,196.11014777394257,376.2799987792969,39.60238645653095,11175800,3919800,2096600,1690300,1157000
2020-02-18,73.9752197265625,80.28353118896484,196.5791473388672,378.8500061035156,39.58438491821289,74.67854095267592,80.83453259017791,196.85503780307528,382.5899963378906,39.800399445732914,73.69863374367333,79.76866181800118,194.22490823805245,378.5899963378906,38.90934424068518,74.02263274388,80.77130326011151,195.42042422803954,380.20001220703125,39.422374880931486,9406300,4492300,1699400,2074400,1733900
2020-02-19,74.39405822753906,80.71713256835938,198.56553649902344,383.2799987792969,39.692405700683594,74.90772140661001,81.23200209182401,198.99776160709837,385.0,40.10643341789673,73.50897696469183,80.11193638825716,197.14931940167708,381.4800109863281,39.51239753099656,74.1016638568992,80.23839508584621,197.71948272195826,383.8299865722656,39.60240161584008,6349100,3464900,1806000,2580400,1070300
